,POP100,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,Series Complete,Vax_Rate
451,47931,47931,44482,40490,2370,161,506,7,948,3449,3206,569,773,211,5,1505,20,3,10,69,0,0,25,3,6,7,215,64,15,0,43,6,7,36,12,13,0,0,0,9,8,1,0,1,0,0,0,19,0,1,3,4,8,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,6,47931,3109,44822,42494,39494,2159,100,500,3,238,2328,2189,516,748,204,5,660,19,0,10,23,0,0,1,1,2,0,135,51,11,0,21,6,7,12,12,0,0,0,0,6,8,1,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,54
452,1586,1586,1473,1397,22,3,26,0,25,113,103,26,27,3,0,43,0,0,0,4,0,0,0,0,0,0,10,1,2,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,70,1516,1422,1366,20,2,26,0,8,94,86,25,27,2,0,32,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
453,1368,1368,1250,1179,26,11,14,0,20,118,114,22,21,6,0,63,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,103,1265,1207,1156,21,11,14,0,5,58,58,14,21,5,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
454,3745,3745,3308,2700,421,4,72,2,109,437,391,152,47,21,0,147,1,0,5,15,0,0,0,0,1,2,45,11,3,0,13,4,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3745,368,3377,3091,2591,404,3,69,2,22,286,257,135,45,21,0,45,1,0,5,4,0,0,0,0,1,0,28,9,1,0,9,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
455,164,164,148,137,5,1,0,0,5,16,14,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,21,143,133,127,5,0,0,0,1,10,10,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
456,2746,2746,2537,2386,80,0,18,0,53,209,195,46,40,4,2,89,1,0,0,13,0,0,0,0,0,0,14,8,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,181,2565,2433,2330,75,0,18,0,10,132,123,44,40,3,2,30,0,0,0,4,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
457,466,466,446,423,5,2,2,0,14,20,20,1,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,40,426,418,408,5,1,2,0,2,8,8,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
458,688,688,663,643,14,2,4,0,0,25,24,3,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,688,17,671,654,636,14,0,4,0,0,17,17,3,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
459,249,249,237,229,1,0,3,0,4,12,11,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,13,236,228,223,1,0,3,0,1,8,7,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
460,429,429,387,342,2,6,23,1,13,42,37,3,11,1,0,20,1,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,38,391,367,338,2,5,22,0,0,24,20,3,11,1,0,4,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
461,1122,1122,1018,933,43,0,16,0,26,104,97,29,14,11,0,36,1,1,2,2,0,0,0,0,1,0,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,87,1035,969,914,31,0,16,0,8,66,61,27,12,11,0,8,1,0,2,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
462,429,429,405,377,15,1,8,0,4,24,21,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,26,403,390,366,15,0,8,0,1,13,12,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
463,546,546,502,477,13,2,2,2,6,44,43,5,2,5,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,20,526,495,474,12,1,2,0,6,31,30,4,2,5,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
464,1002,1002,936,889,12,2,15,0,18,66,60,8,27,2,0,23,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,53,949,902,870,10,2,15,0,5,47,44,8,25,2,0,9,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
465,384,384,368,366,0,0,2,0,0,16,16,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,5,379,366,364,0,0,2,0,0,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
466,920,920,850,818,18,3,3,0,8,70,68,9,18,9,0,31,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,51,869,817,794,17,3,3,0,0,52,50,9,18,9,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
467,1153,1153,1076,1028,15,2,14,0,17,77,75,18,7,2,0,44,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,51,1102,1048,1015,14,1,14,0,4,54,54,18,7,2,0,23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
468,590,590,523,500,10,0,7,0,6,67,64,7,18,8,0,30,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,57,533,487,475,5,0,7,0,0,46,45,5,17,7,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
469,568,568,545,518,4,3,11,0,9,23,21,4,5,2,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,568,24,544,532,511,4,0,11,0,6,12,11,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
470,121,121,117,110,0,0,3,0,4,4,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,9,112,110,106,0,0,3,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
471,371,371,335,303,7,0,16,0,9,36,36,2,8,4,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,42,329,308,282,7,0,16,0,3,21,21,2,8,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,100
472,47931,47931,44482,40490,2370,161,506,7,948,3449,3206,569,773,211,5,1505,20,3,10,69,0,0,25,3,6,7,215,64,15,0,43,6,7,36,12,13,0,0,0,9,8,1,0,1,0,0,0,19,0,1,3,4,8,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,6,47931,3109,44822,42494,39494,2159,100,500,3,238,2328,2189,516,748,204,5,660,19,0,10,23,0,0,1,1,2,0,135,51,11,0,21,6,7,12,12,0,0,0,0,6,8,1,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,54
473,47931,47931,44482,40490,2370,161,506,7,948,3449,3206,569,773,211,5,1505,20,3,10,69,0,0,25,3,6,7,215,64,15,0,43,6,7,36,12,13,0,0,0,9,8,1,0,1,0,0,0,19,0,1,3,4,8,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,6,47931,3109,44822,42494,39494,2159,100,500,3,238,2328,2189,516,748,204,5,660,19,0,10,23,0,0,1,1,2,0,135,51,11,0,21,6,7,12,12,0,0,0,0,6,8,1,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,54
474,47931,47931,44482,40490,2370,161,506,7,948,3449,3206,569,773,211,5,1505,20,3,10,69,0,0,25,3,6,7,215,64,15,0,43,6,7,36,12,13,0,0,0,9,8,1,0,1,0,0,0,19,0,1,3,4,8,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,6,47931,3109,44822,42494,39494,2159,100,500,3,238,2328,2189,516,748,204,5,660,19,0,10,23,0,0,1,1,2,0,135,51,11,0,21,6,7,12,12,0,0,0,0,6,8,1,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25999,54
475,5107,5107,4865,4785,31,14,12,1,22,242,208,20,89,8,0,83,0,2,0,0,0,0,0,2,4,0,23,2,4,0,1,1,0,1,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,100,5007,4831,4769,30,14,12,1,5,176,161,14,77,6,0,58,0,2,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,61
476,596,596,563,551,3,0,0,1,8,33,32,5,18,1,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,20,576,553,548,3,0,0,1,1,23,23,4,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,100
477,406,406,387,368,10,0,9,0,0,19,12,1,4,1,0,6,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,9,397,384,366,9,0,9,0,0,13,9,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,100
478,531,531,518,516,2,0,0,0,0,13,11,0,6,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,6,525,515,513,2,0,0,0,0,10,9,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,100
479,5107,5107,4865,4785,31,14,12,1,22,242,208,20,89,8,0,83,0,2,0,0,0,0,0,2,4,0,23,2,4,0,1,1,0,1,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,100,5007,4831,4769,30,14,12,1,5,176,161,14,77,6,0,58,0,2,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,61
480,5107,5107,4865,4785,31,14,12,1,22,242,208,20,89,8,0,83,0,2,0,0,0,0,0,2,4,0,23,2,4,0,1,1,0,1,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,100,5007,4831,4769,30,14,12,1,5,176,161,14,77,6,0,58,0,2,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,61
481,5107,5107,4865,4785,31,14,12,1,22,242,208,20,89,8,0,83,0,2,0,0,0,0,0,2,4,0,23,2,4,0,1,1,0,1,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,100,5007,4831,4769,30,14,12,1,5,176,161,14,77,6,0,58,0,2,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,61
482,60139,60139,56900,55246,759,108,370,35,382,3239,3093,537,925,171,12,1379,8,0,0,38,4,0,8,5,4,2,109,37,4,0,16,2,0,22,6,2,2,0,5,0,4,6,0,1,0,0,2,27,4,2,11,0,3,0,2,1,0,0,1,0,0,0,3,8,7,1,0,0,0,0,2,2,60139,1530,58609,55955,54653,682,76,359,32,153,2654,2579,485,894,168,12,980,0,0,0,23,0,0,8,5,4,0,53,26,4,0,3,2,0,6,2,0,0,0,0,0,4,4,0,1,0,0,1,14,4,2,0,0,2,0,2,1,0,0,0,0,0,0,3,7,7,0,0,0,0,0,1,1,30750,51
483,250,250,243,235,0,0,7,1,0,7,7,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,249,243,235,0,0,7,1,0,6,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
484,1927,1927,1812,1775,4,2,11,0,20,115,109,14,32,14,0,48,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,43,1884,1788,1766,2,2,11,0,7,96,93,14,31,14,0,33,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
485,54,54,53,52,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,53,52,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
486,496,496,479,470,3,1,2,1,2,17,16,2,4,2,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,5,491,478,470,3,1,2,0,2,13,12,2,4,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
487,787,787,763,756,3,0,3,0,1,24,24,3,8,0,0,8,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,10,777,757,750,3,0,3,0,1,20,20,3,8,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
488,2320,2320,2176,2131,24,2,7,0,12,144,139,30,31,13,0,61,0,0,0,3,0,0,0,0,0,1,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2320,62,2258,2142,2106,24,2,7,0,3,116,113,28,29,13,0,40,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30750,100
489,7234,7234,6752,6219,327,19,112,6,69,482,455,139,130,21,4,152,0,0,0,8,1,0,0,0,0,0,22,7,1,0,2,2,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7234,313,6921,6534,6082,303,9,111,6,23,387,372,114,127,21,4,100,0,0,0,6,0,0,0,0,0,0,12,5,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,30750,100
490,7646,7646,7129,6864,164,3,41,1,56,517,485,98,126,17,1,235,2,0,0,4,0,0,2,0,0,0,24,13,1,0,3,0,0,3,1,0,1,0,0,0,2,0,0,0,0,0,0,8,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7646,244,7402,6969,6766,144,2,39,0,18,433,414,92,124,17,1,175,0,0,0,3,0,0,2,0,0,0,15,8,1,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
491,4605,4605,4284,4139,40,10,33,9,53,321,307,39,99,20,6,133,0,0,0,5,0,0,0,2,3,0,9,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4605,199,4406,4160,4060,33,6,33,9,19,246,240,37,98,20,6,69,0,0,0,5,0,0,0,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,30750,100
492,407,407,392,387,0,0,3,0,2,15,15,3,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,6,401,386,383,0,0,2,0,1,15,15,3,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
493,2415,2415,2271,2238,13,1,9,0,10,144,142,21,46,11,0,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,55,2360,2240,2217,12,1,9,0,1,120,119,19,46,11,0,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30750,100
