,POP100,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,Series Complete,Vax_Rate
408,37381,37381,35403,34102,676,78,229,12,306,1978,1877,169,830,117,13,704,0,7,2,11,0,0,13,3,6,2,84,29,0,2,9,7,8,5,1,9,1,11,0,2,0,0,0,0,0,0,0,11,0,0,6,3,0,0,0,1,0,0,0,0,0,0,1,6,2,2,0,1,0,1,0,0,37381,978,36403,34767,33714,610,74,229,7,133,1636,1577,154,828,115,12,455,0,0,2,4,0,0,0,3,4,0,58,23,0,2,0,7,8,0,1,3,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23138,62
409,47555,47555,45699,39036,1848,4141,191,0,483,1856,1760,157,871,105,4,569,17,3,9,7,6,0,1,3,8,0,74,17,4,0,6,7,0,15,0,5,0,8,1,0,1,0,0,0,6,3,1,19,0,0,4,3,0,0,0,3,0,1,3,0,0,0,5,3,3,0,0,0,0,0,0,0,47555,1387,46168,44629,38559,1686,4102,191,0,91,1539,1490,140,859,101,4,344,13,3,8,1,6,0,0,3,8,0,32,12,4,0,6,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,25825,54
410,3997,3997,3884,296,2,3582,0,0,4,113,100,1,70,1,0,9,13,0,1,0,5,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997,34,3963,3869,296,2,3569,0,0,2,94,90,1,70,1,0,4,9,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
411,443,443,430,416,1,5,3,0,5,13,13,1,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,5,438,428,415,0,5,3,0,5,10,10,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
412,160,160,158,158,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1,159,158,158,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
413,735,735,718,707,3,4,0,0,4,17,16,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,4,731,717,706,3,4,0,0,4,14,13,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
414,1127,1127,1065,884,3,177,0,0,1,62,60,2,50,2,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,23,1104,1047,867,3,177,0,0,0,57,55,1,50,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
415,5483,5483,5225,5028,53,45,57,0,42,258,246,31,122,16,1,75,1,0,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5483,155,5328,5122,4976,41,40,57,0,8,206,200,27,120,13,1,38,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
416,411,411,392,349,23,1,5,0,14,19,16,0,0,3,1,2,0,0,0,1,1,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,14,397,378,349,23,1,5,0,0,19,16,0,0,3,1,2,0,0,0,1,1,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
417,432,432,417,408,3,5,0,0,1,15,14,2,2,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,9,423,411,404,2,5,0,0,0,12,12,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
418,3517,3517,3284,3198,32,12,23,0,19,233,222,22,75,23,1,96,0,0,5,0,0,0,0,0,0,0,10,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,83,3434,3249,3175,32,8,23,0,11,185,181,20,75,23,1,57,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
419,3282,3282,3194,3116,31,26,4,0,17,88,82,13,37,0,0,30,0,0,0,2,0,0,0,0,0,0,5,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3282,41,3241,3163,3099,31,26,4,0,3,78,75,13,37,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25825,100
420,3663,3663,3583,129,2,3451,0,0,1,80,68,0,48,0,0,3,11,0,1,0,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3663,30,3633,3569,129,2,3438,0,0,0,64,60,0,48,0,0,0,7,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
421,3663,3663,3583,129,2,3451,0,0,1,80,68,0,48,0,0,3,11,0,1,0,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3663,30,3633,3569,129,2,3438,0,0,0,64,60,0,48,0,0,0,7,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,100
422,47555,47555,45699,39036,1848,4141,191,0,483,1856,1760,157,871,105,4,569,17,3,9,7,6,0,1,3,8,0,74,17,4,0,6,7,0,15,0,5,0,8,1,0,1,0,0,0,6,3,1,19,0,0,4,3,0,0,0,3,0,1,3,0,0,0,5,3,3,0,0,0,0,0,0,0,47555,1387,46168,44629,38559,1686,4102,191,0,91,1539,1490,140,859,101,4,344,13,3,8,1,6,0,0,3,8,0,32,12,4,0,6,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,25825,54
423,47555,47555,45699,39036,1848,4141,191,0,483,1856,1760,157,871,105,4,569,17,3,9,7,6,0,1,3,8,0,74,17,4,0,6,7,0,15,0,5,0,8,1,0,1,0,0,0,6,3,1,19,0,0,4,3,0,0,0,3,0,1,3,0,0,0,5,3,3,0,0,0,0,0,0,0,47555,1387,46168,44629,38559,1686,4102,191,0,91,1539,1490,140,859,101,4,344,13,3,8,1,6,0,0,3,8,0,32,12,4,0,6,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,25825,54
424,47555,47555,45699,39036,1848,4141,191,0,483,1856,1760,157,871,105,4,569,17,3,9,7,6,0,1,3,8,0,74,17,4,0,6,7,0,15,0,5,0,8,1,0,1,0,0,0,6,3,1,19,0,0,4,3,0,0,0,3,0,1,3,0,0,0,5,3,3,0,0,0,0,0,0,0,47555,1387,46168,44629,38559,1686,4102,191,0,91,1539,1490,140,859,101,4,344,13,3,8,1,6,0,0,3,8,0,32,12,4,0,6,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,25825,54
425,53324,53324,50005,47775,1068,121,349,4,688,3319,3173,440,991,169,9,1440,13,13,0,54,17,0,0,5,11,11,119,65,8,0,18,1,0,10,0,9,2,0,0,4,0,0,2,0,0,0,0,25,2,0,8,0,10,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,53324,2134,51190,48613,47051,966,89,343,0,164,2577,2482,391,964,152,9,898,13,12,0,9,15,0,0,4,10,5,84,53,8,0,13,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,24777,46
426,1384,1384,1304,1273,10,0,8,0,13,80,72,20,17,7,0,28,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,52,1332,1269,1251,9,0,8,0,1,63,57,17,17,5,0,18,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,100
427,548,548,518,515,0,1,0,0,2,30,29,5,12,1,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,7,541,512,511,0,1,0,0,0,29,28,5,12,1,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,100
428,115,115,111,111,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,115,111,111,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,100
429,15131,15131,14022,12965,586,55,93,3,320,1109,1048,239,327,33,3,394,4,3,0,25,8,0,0,3,4,5,50,33,4,0,7,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,9,1,0,2,0,4,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,15131,889,14242,13393,12682,530,34,92,0,55,849,808,211,301,30,3,233,4,2,0,9,6,0,0,3,4,2,37,25,4,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,24777,100
430,8204,8204,7713,7399,91,17,98,0,108,491,460,66,101,35,0,234,2,3,0,12,2,0,0,0,2,3,29,10,2,0,7,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8204,345,7859,7502,7284,79,11,98,0,30,357,340,60,101,35,0,134,2,3,0,0,2,0,0,0,1,2,17,10,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,100
431,780,780,738,728,2,2,1,0,5,42,42,0,5,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,23,757,727,718,2,2,1,0,4,30,30,0,5,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,100
432,993,993,945,929,2,1,4,0,9,48,47,1,22,4,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,30,963,929,918,2,1,4,0,4,34,34,1,22,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,100
433,53324,53324,50005,47775,1068,121,349,4,688,3319,3173,440,991,169,9,1440,13,13,0,54,17,0,0,5,11,11,119,65,8,0,18,1,0,10,0,9,2,0,0,4,0,0,2,0,0,0,0,25,2,0,8,0,10,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,53324,2134,51190,48613,47051,966,89,343,0,164,2577,2482,391,964,152,9,898,13,12,0,9,15,0,0,4,10,5,84,53,8,0,13,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,24777,46
434,53324,53324,50005,47775,1068,121,349,4,688,3319,3173,440,991,169,9,1440,13,13,0,54,17,0,0,5,11,11,119,65,8,0,18,1,0,10,0,9,2,0,0,4,0,0,2,0,0,0,0,25,2,0,8,0,10,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,53324,2134,51190,48613,47051,966,89,343,0,164,2577,2482,391,964,152,9,898,13,12,0,9,15,0,0,4,10,5,84,53,8,0,13,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,24777,46
435,53324,53324,50005,47775,1068,121,349,4,688,3319,3173,440,991,169,9,1440,13,13,0,54,17,0,0,5,11,11,119,65,8,0,18,1,0,10,0,9,2,0,0,4,0,0,2,0,0,0,0,25,2,0,8,0,10,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,53324,2134,51190,48613,47051,966,89,343,0,164,2577,2482,391,964,152,9,898,13,12,0,9,15,0,0,4,10,5,84,53,8,0,13,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,24777,46
436,58388,58388,55255,51541,1441,419,416,17,1421,3133,2995,734,809,187,11,1149,25,12,2,40,12,0,8,6,0,0,112,62,3,0,7,16,0,16,0,0,0,3,0,0,0,0,3,2,0,0,0,18,4,1,7,1,3,0,0,0,0,0,1,1,0,0,0,8,0,6,0,0,0,2,0,0,58388,2752,55636,53280,50960,1358,361,412,16,173,2356,2265,649,782,183,7,585,24,9,0,10,12,0,3,1,0,0,74,57,2,0,0,8,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,11,4,1,0,1,3,0,0,0,0,0,1,1,0,0,0,6,0,4,0,0,0,2,0,0,30756,53
437,518,518,503,490,2,0,10,0,1,15,15,4,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,6,512,500,489,1,0,10,0,0,12,12,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
438,123,123,123,119,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,4,119,119,116,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
439,15600,15600,14420,12779,940,56,212,12,421,1180,1110,450,202,76,2,337,15,5,0,19,2,0,0,2,0,0,56,36,0,0,3,8,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,9,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,2,0,0,15600,946,14654,13774,12561,896,42,212,11,52,880,834,381,198,75,0,152,15,4,0,6,2,0,0,1,0,0,39,34,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,2,0,0,30756,100
440,1208,1208,1151,967,3,2,7,0,172,57,55,6,16,1,0,31,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,186,1022,982,963,3,1,7,0,8,40,38,6,16,1,0,14,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
441,689,689,673,659,11,2,0,0,1,16,16,2,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,1,688,672,659,11,2,0,0,0,16,16,2,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
442,558,558,543,517,0,2,0,0,24,15,15,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,31,527,514,513,0,1,0,0,0,13,13,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
443,4300,4300,4115,3954,82,7,16,3,53,185,174,44,55,15,0,50,1,0,0,6,0,0,0,3,0,0,9,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4300,111,4189,4047,3918,80,7,15,3,24,142,138,43,55,13,0,26,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
444,1812,1812,1747,1606,34,5,2,0,100,65,65,11,20,4,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,178,1634,1585,1551,25,5,2,0,2,49,49,7,20,4,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
445,664,664,645,636,4,0,1,0,4,19,19,2,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,5,659,643,636,4,0,1,0,2,16,16,2,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
446,241,241,221,19,1,195,0,1,5,20,17,0,14,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6,235,216,19,0,195,0,1,1,19,16,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
447,241,241,221,19,1,195,0,1,5,20,17,0,14,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6,235,216,19,0,195,0,1,1,19,16,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30756,100
448,58388,58388,55255,51541,1441,419,416,17,1421,3133,2995,734,809,187,11,1149,25,12,2,40,12,0,8,6,0,0,112,62,3,0,7,16,0,16,0,0,0,3,0,0,0,0,3,2,0,0,0,18,4,1,7,1,3,0,0,0,0,0,1,1,0,0,0,8,0,6,0,0,0,2,0,0,58388,2752,55636,53280,50960,1358,361,412,16,173,2356,2265,649,782,183,7,585,24,9,0,10,12,0,3,1,0,0,74,57,2,0,0,8,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,11,4,1,0,1,3,0,0,0,0,0,1,1,0,0,0,6,0,4,0,0,0,2,0,0,30756,53
449,58388,58388,55255,51541,1441,419,416,17,1421,3133,2995,734,809,187,11,1149,25,12,2,40,12,0,8,6,0,0,112,62,3,0,7,16,0,16,0,0,0,3,0,0,0,0,3,2,0,0,0,18,4,1,7,1,3,0,0,0,0,0,1,1,0,0,0,8,0,6,0,0,0,2,0,0,58388,2752,55636,53280,50960,1358,361,412,16,173,2356,2265,649,782,183,7,585,24,9,0,10,12,0,3,1,0,0,74,57,2,0,0,8,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,11,4,1,0,1,3,0,0,0,0,0,1,1,0,0,0,6,0,4,0,0,0,2,0,0,30756,53
450,58388,58388,55255,51541,1441,419,416,17,1421,3133,2995,734,809,187,11,1149,25,12,2,40,12,0,8,6,0,0,112,62,3,0,7,16,0,16,0,0,0,3,0,0,0,0,3,2,0,0,0,18,4,1,7,1,3,0,0,0,0,0,1,1,0,0,0,8,0,6,0,0,0,2,0,0,58388,2752,55636,53280,50960,1358,361,412,16,173,2356,2265,649,782,183,7,585,24,9,0,10,12,0,3,1,0,0,74,57,2,0,0,8,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,11,4,1,0,1,3,0,0,0,0,0,1,1,0,0,0,6,0,4,0,0,0,2,0,0,30756,53
