Region,County,First Dose,Series Complete,Report as of
Southern Tier,Chenango,22512,20322,2021-05-31
North Country,Clinton,45635,41086,2021-05-31
Capital Region,Columbia,33559,29780,2021-05-31
Central New York,Cortland,22039,19353,2021-05-31
Southern Tier,Delaware,19220,17320,2021-05-31
Mid-Hudson,Dutchess,159531,136643,2021-05-31
Western New York,Erie,505775,439577,2021-05-31
North Country,Essex,21585,19465,2021-05-31
North Country,Franklin,23715,21079,2021-05-31
Mohawk Valley,Fulton,21405,18709,2021-05-31
Finger Lakes,Genesee,26893,23785,2021-05-31
Capital Region,Greene,23551,20256,2021-05-31
North Country,Hamilton,2927,2704,2021-05-31
Mohawk Valley,Herkimer,26794,23604,2021-05-31
North Country,Jefferson,45980,39861,2021-05-31
New York City,Kings,1166587,987641,2021-05-31
North Country,Lewis,10535,9372,2021-05-31
Finger Lakes,Livingston,29960,26481,2021-05-31
Central New York,Madison,40755,35857,2021-05-31
Finger Lakes,Monroe,418862,373620,2021-05-31
Mohawk Valley,Montgomery,24977,22196,2021-05-31
Long Island,Nassau,828750,717887,2021-05-31
New York City,New York,1024792,898491,2021-05-31
Western New York,Niagara,107707,94163,2021-05-31
Mohawk Valley,Oneida,110735,97706,2021-05-31
Central New York,Onondaga,267086,238154,2021-05-31
Finger Lakes,Ontario,63260,56186,2021-05-31
Mid-Hudson,Orange,169835,145320,2021-05-31
Finger Lakes,Orleans,16755,14753,2021-05-31
Central New York,Oswego,57161,50172,2021-05-31
Mohawk Valley,Otsego,30573,27632,2021-05-31
Mid-Hudson,Putnam,57456,48981,2021-05-31
New York City,Queens,1305396,1100828,2021-05-31
Capital Region,Rensselaer,87670,77986,2021-05-31
New York City,Richmond,228622,198072,2021-05-31
Mid-Hudson,Rockland,153893,132722,2021-05-31
Capital Region,Saratoga,140324,124335,2021-05-31
Capital Region,Schenectady,97389,85328,2021-05-31
Mohawk Valley,Schoharie,13997,12565,2021-05-31
Southern Tier,Schuyler,8310,7440,2021-05-31
Finger Lakes,Seneca,14531,12659,2021-05-31
North Country,St. Lawrence,52118,46942,2021-05-31
Southern Tier,Steuben,38682,34245,2021-05-31
Long Island,Suffolk,811057,697002,2021-05-31
Mid-Hudson,Sullivan,33776,29060,2021-05-31
Southern Tier,Tioga,18974,16930,2021-05-31
Southern Tier,Tompkins,66664,60077,2021-05-31
Mid-Hudson,Ulster,106019,93095,2021-05-31
Capital Region,Warren,39565,35838,2021-05-31
Capital Region,Washington,30272,26801,2021-05-31
Finger Lakes,Wayne,45481,40348,2021-05-31
Mid-Hudson,Westchester,580077,499419,2021-05-31
Finger Lakes,Wyoming,16990,15085,2021-05-31
Finger Lakes,Yates,10909,9719,2021-05-31
Capital Region,Albany,186936,166192,2021-06-01
Western New York,Allegany,16303,14340,2021-06-01
New York City,Bronx,604062,503707,2021-06-01
Southern Tier,Broome,101009,90572,2021-06-01
Western New York,Cattaraugus,30889,26312,2021-06-01
Central New York,Cayuga,36446,32018,2021-06-01
Western New York,Chautauqua,58322,50711,2021-06-01
Southern Tier,Chemung,35172,31160,2021-06-01
Southern Tier,Chenango,22563,20383,2021-06-01
North Country,Clinton,45762,41168,2021-06-01
Capital Region,Columbia,33602,29894,2021-06-01
Central New York,Cortland,22069,19485,2021-06-01
Southern Tier,Delaware,19269,17382,2021-06-01
Mid-Hudson,Dutchess,160064,137542,2021-06-01
Western New York,Erie,506872,441127,2021-06-01
North Country,Essex,21609,19493,2021-06-01
North Country,Franklin,23758,21115,2021-06-01
Mohawk Valley,Fulton,21434,18766,2021-06-01
Finger Lakes,Genesee,26926,23869,2021-06-01
Capital Region,Greene,23589,20313,2021-06-01
North Country,Hamilton,2934,2718,2021-06-01
Mohawk Valley,Herkimer,26857,23695,2021-06-01
North Country,Jefferson,46146,40137,2021-06-01
New York City,Kings,1170048,993163,2021-06-01
North Country,Lewis,10553,9391,2021-06-01
Finger Lakes,Livingston,30009,26582,2021-06-01
Central New York,Madison,40835,35955,2021-06-01
Finger Lakes,Monroe,419741,374374,2021-06-01
Mohawk Valley,Montgomery,25040,22286,2021-06-01
Long Island,Nassau,830475,720820,2021-06-01
New York City,New York,1027149,902328,2021-06-01
Western New York,Niagara,107864,94367,2021-06-01
Mohawk Valley,Oneida,110945,97955,2021-06-01
Central New York,Onondaga,267493,238639,2021-06-01
Finger Lakes,Ontario,63326,56303,2021-06-01
Mid-Hudson,Orange,170495,145914,2021-06-01
Finger Lakes,Orleans,16786,14807,2021-06-01
Central New York,Oswego,57268,50335,2021-06-01
Mohawk Valley,Otsego,30627,27735,2021-06-01
Mid-Hudson,Putnam,57633,49343,2021-06-01
New York City,Queens,1309432,1106923,2021-06-01
Capital Region,Rensselaer,87798,78176,2021-06-01
New York City,Richmond,229455,199124,2021-06-01
Mid-Hudson,Rockland,154168,133079,2021-06-01
Capital Region,Saratoga,140559,124622,2021-06-01
Capital Region,Schenectady,97646,85657,2021-06-01
Mohawk Valley,Schoharie,14014,12607,2021-06-01
Southern Tier,Schuyler,8324,7453,2021-06-01
Finger Lakes,Seneca,14566,12700,2021-06-01
North Country,St. Lawrence,52268,47060,2021-06-01
Southern Tier,Steuben,38784,34430,2021-06-01
Long Island,Suffolk,812670,699836,2021-06-01
Mid-Hudson,Sullivan,33851,29214,2021-06-01
Southern Tier,Tioga,19003,16963,2021-06-01
Southern Tier,Tompkins,66762,60206,2021-06-01
Mid-Hudson,Ulster,106225,93403,2021-06-01
Capital Region,Warren,39632,35926,2021-06-01
Capital Region,Washington,30321,26871,2021-06-01
Finger Lakes,Wayne,45559,40433,2021-06-01
Mid-Hudson,Westchester,581580,501482,2021-06-01
Finger Lakes,Wyoming,17004,15120,2021-06-01
Finger Lakes,Yates,10921,9730,2021-06-01
Capital Region,Albany,187350,166692,2021-06-02
Western New York,Allegany,16346,14427,2021-06-02
New York City,Bronx,607541,507372,2021-06-02
Southern Tier,Broome,101239,90815,2021-06-02
Western New York,Cattaraugus,31052,26533,2021-06-02
Central New York,Cayuga,36566,32135,2021-06-02
Western New York,Chautauqua,58466,50948,2021-06-02
Southern Tier,Chemung,35278,31244,2021-06-02
Southern Tier,Chenango,22808,20417,2021-06-02
North Country,Clinton,45869,41261,2021-06-02
Capital Region,Columbia,33806,30030,2021-06-02
Central New York,Cortland,22154,19620,2021-06-02
Southern Tier,Delaware,19328,17439,2021-06-02
Mid-Hudson,Dutchess,160540,138001,2021-06-02
Western New York,Erie,508284,442757,2021-06-02
North Country,Essex,21667,19523,2021-06-02
North Country,Franklin,23796,21157,2021-06-02
Mohawk Valley,Fulton,21512,18867,2021-06-02
Finger Lakes,Genesee,27008,23974,2021-06-02
Capital Region,Greene,23627,20357,2021-06-02
North Country,Hamilton,2956,2724,2021-06-02
Mohawk Valley,Herkimer,26923,23782,2021-06-02
North Country,Jefferson,46436,40463,2021-06-02
New York City,Kings,1175916,1000116,2021-06-02
North Country,Lewis,10571,9413,2021-06-02
Finger Lakes,Livingston,30126,26692,2021-06-02
Central New York,Madison,40936,36039,2021-06-02
Finger Lakes,Monroe,420789,375742,2021-06-02
Mohawk Valley,Montgomery,25136,22411,2021-06-02
Long Island,Nassau,833030,724084,2021-06-02
New York City,New York,1030299,906260,2021-06-02
Western New York,Niagara,108171,94727,2021-06-02
Mohawk Valley,Oneida,111324,98277,2021-06-02
Central New York,Onondaga,268094,239286,2021-06-02
Finger Lakes,Ontario,63482,56626,2021-06-02
Mid-Hudson,Orange,171210,146746,2021-06-02
Finger Lakes,Orleans,16835,14888,2021-06-02
Central New York,Oswego,57411,50568,2021-06-02
Mohawk Valley,Otsego,30758,27798,2021-06-02
Mid-Hudson,Putnam,57826,49590,2021-06-02
New York City,Queens,1314984,1113512,2021-06-02
Capital Region,Rensselaer,88005,78583,2021-06-02
New York City,Richmond,230230,200462,2021-06-02
Mid-Hudson,Rockland,154565,133564,2021-06-02
Capital Region,Saratoga,140832,125132,2021-06-02
Capital Region,Schenectady,97909,85981,2021-06-02
Mohawk Valley,Schoharie,14041,12670,2021-06-02
Southern Tier,Schuyler,8354,7492,2021-06-02
Finger Lakes,Seneca,14589,12739,2021-06-02
North Country,St. Lawrence,52594,47241,2021-06-02
Southern Tier,Steuben,38878,34548,2021-06-02
Long Island,Suffolk,815709,703694,2021-06-02
Mid-Hudson,Sullivan,33940,29401,2021-06-02
Southern Tier,Tioga,19029,17008,2021-06-02
Southern Tier,Tompkins,66870,60323,2021-06-02
Mid-Hudson,Ulster,106538,93816,2021-06-02
Capital Region,Warren,39700,36021,2021-06-02
Capital Region,Washington,30384,26938,2021-06-02
Finger Lakes,Wayne,45658,40565,2021-06-02
Mid-Hudson,Westchester,583541,503745,2021-06-02
Finger Lakes,Wyoming,17032,15153,2021-06-02
Finger Lakes,Yates,10967,9775,2021-06-02
Capital Region,Albany,187741,167594,2021-06-03
Western New York,Allegany,16440,14507,2021-06-03
New York City,Bronx,611291,511646,2021-06-03
Southern Tier,Broome,101528,91237,2021-06-03
Western New York,Cattaraugus,31190,26744,2021-06-03
Central New York,Cayuga,36664,32270,2021-06-03
Western New York,Chautauqua,58772,51246,2021-06-03
Southern Tier,Chemung,35356,31329,2021-06-03
Southern Tier,Chenango,22880,20544,2021-06-03
North Country,Clinton,46059,41412,2021-06-03
Capital Region,Columbia,33946,30162,2021-06-03
Central New York,Cortland,22229,19713,2021-06-03
Southern Tier,Delaware,19392,17577,2021-06-03
Mid-Hudson,Dutchess,161030,138761,2021-06-03
Western New York,Erie,509961,445023,2021-06-03
North Country,Essex,21709,19609,2021-06-03
North Country,Franklin,23841,21192,2021-06-03
Mohawk Valley,Fulton,21587,18983,2021-06-03
Finger Lakes,Genesee,27071,24067,2021-06-03
Capital Region,Greene,23681,20454,2021-06-03
North Country,Hamilton,2958,2725,2021-06-03
Mohawk Valley,Herkimer,26988,23883,2021-06-03
North Country,Jefferson,46660,40879,2021-06-03
New York City,Kings,1180572,1006748,2021-06-03
North Country,Lewis,10594,9431,2021-06-03
Finger Lakes,Livingston,30184,26802,2021-06-03
Central New York,Madison,41081,36216,2021-06-03
Finger Lakes,Monroe,421968,377927,2021-06-03
Mohawk Valley,Montgomery,25226,22606,2021-06-03
Long Island,Nassau,836026,728278,2021-06-03
New York City,New York,1033764,911871,2021-06-03
Western New York,Niagara,108524,95334,2021-06-03
Mohawk Valley,Oneida,111639,98830,2021-06-03
Central New York,Onondaga,268807,240193,2021-06-03
Finger Lakes,Ontario,63654,56842,2021-06-03
Mid-Hudson,Orange,172081,147512,2021-06-03
Finger Lakes,Orleans,16952,14994,2021-06-03
Central New York,Oswego,57603,50933,2021-06-03
Mohawk Valley,Otsego,30835,27917,2021-06-03
Mid-Hudson,Putnam,58020,49886,2021-06-03
New York City,Queens,1321037,1121642,2021-06-03
Capital Region,Rensselaer,88228,78903,2021-06-03
New York City,Richmond,231167,201746,2021-06-03
Mid-Hudson,Rockland,155288,134283,2021-06-03
Capital Region,Saratoga,141224,125679,2021-06-03
Capital Region,Schenectady,98137,86379,2021-06-03
Mohawk Valley,Schoharie,14082,12779,2021-06-03
Southern Tier,Schuyler,8385,7514,2021-06-03
Finger Lakes,Seneca,14628,12797,2021-06-03
North Country,St. Lawrence,52735,47336,2021-06-03
Southern Tier,Steuben,39116,34802,2021-06-03
Long Island,Suffolk,818277,707222,2021-06-03
Mid-Hudson,Sullivan,34137,29495,2021-06-03
Southern Tier,Tioga,19096,17108,2021-06-03
Southern Tier,Tompkins,67019,60678,2021-06-03
Mid-Hudson,Ulster,106768,94195,2021-06-03
Capital Region,Warren,39795,36191,2021-06-03
Capital Region,Washington,30521,27107,2021-06-03
Finger Lakes,Wayne,45815,40797,2021-06-03
Mid-Hudson,Westchester,585470,506478,2021-06-03
Finger Lakes,Wyoming,17079,15223,2021-06-03
Finger Lakes,Yates,10989,9808,2021-06-03
Capital Region,Albany,188279,168542,2021-06-04
Western New York,Allegany,16463,14541,2021-06-04
New York City,Bronx,614735,516035,2021-06-04
Southern Tier,Broome,101779,91752,2021-06-04
Western New York,Cattaraugus,31267,26980,2021-06-04
Central New York,Cayuga,36740,32419,2021-06-04
Western New York,Chautauqua,58952,51552,2021-06-04
Southern Tier,Chemung,35471,31561,2021-06-04
Southern Tier,Chenango,22951,20670,2021-06-04
North Country,Clinton,46164,41600,2021-06-04
Capital Region,Columbia,34021,30325,2021-06-04
Central New York,Cortland,22288,19816,2021-06-04
Southern Tier,Delaware,19451,17666,2021-06-04
Mid-Hudson,Dutchess,161399,139417,2021-06-04
Western New York,Erie,511359,447408,2021-06-04
North Country,Essex,21741,19693,2021-06-04
North Country,Franklin,23898,21291,2021-06-04
Mohawk Valley,Fulton,21650,19113,2021-06-04
Finger Lakes,Genesee,27138,24145,2021-06-04
Capital Region,Greene,23771,20587,2021-06-04
North Country,Hamilton,2960,2727,2021-06-04
Mohawk Valley,Herkimer,27059,24055,2021-06-04
North Country,Jefferson,46802,41072,2021-06-04
New York City,Kings,1184935,1013875,2021-06-04
North Country,Lewis,10631,9496,2021-06-04
Finger Lakes,Livingston,30283,26935,2021-06-04
Central New York,Madison,41190,36440,2021-06-04
Finger Lakes,Monroe,422965,380007,2021-06-04
Mohawk Valley,Montgomery,25329,22742,2021-06-04
Long Island,Nassau,838555,732995,2021-06-04
New York City,New York,1037339,918612,2021-06-04
Western New York,Niagara,108774,95845,2021-06-04
Mohawk Valley,Oneida,112022,99446,2021-06-04
Central New York,Onondaga,269794,241389,2021-06-04
Finger Lakes,Ontario,63845,57174,2021-06-04
Mid-Hudson,Orange,172808,148538,2021-06-04
Finger Lakes,Orleans,16992,15056,2021-06-04
Central New York,Oswego,57776,51204,2021-06-04
Mohawk Valley,Otsego,30896,28000,2021-06-04
Mid-Hudson,Putnam,58166,50102,2021-06-04
New York City,Queens,1326492,1129554,2021-06-04
Capital Region,Rensselaer,88418,79319,2021-06-04
New York City,Richmond,231979,202956,2021-06-04
Mid-Hudson,Rockland,155733,135014,2021-06-04
Capital Region,Saratoga,141496,126497,2021-06-04
Capital Region,Schenectady,98407,86829,2021-06-04
Mohawk Valley,Schoharie,14120,12851,2021-06-04
Southern Tier,Schuyler,8410,7545,2021-06-04
Finger Lakes,Seneca,14665,12860,2021-06-04
North Country,St. Lawrence,52871,47542,2021-06-04
Southern Tier,Steuben,39238,34935,2021-06-04
Long Island,Suffolk,820699,711479,2021-06-04
Mid-Hudson,Sullivan,34324,29819,2021-06-04
Southern Tier,Tioga,19187,17245,2021-06-04
Southern Tier,Tompkins,67134,60951,2021-06-04
Mid-Hudson,Ulster,107020,94799,2021-06-04
Capital Region,Warren,39873,36393,2021-06-04
Capital Region,Washington,30584,27307,2021-06-04
Finger Lakes,Wayne,45927,41020,2021-06-04
Mid-Hudson,Westchester,587235,510291,2021-06-04
Finger Lakes,Wyoming,17123,15351,2021-06-04
Finger Lakes,Yates,11011,9832,2021-06-04
Capital Region,Albany,188555,169264,2021-06-05
Western New York,Allegany,16486,14572,2021-06-05
New York City,Bronx,617033,519101,2021-06-05
Southern Tier,Broome,101980,92268,2021-06-05
Western New York,Cattaraugus,31350,27172,2021-06-05
Central New York,Cayuga,36831,32579,2021-06-05
Western New York,Chautauqua,59042,51768,2021-06-05
Southern Tier,Chemung,35558,31650,2021-06-05
Southern Tier,Chenango,22992,20759,2021-06-05
North Country,Clinton,46219,41795,2021-06-05
Capital Region,Columbia,34083,30445,2021-06-05
Central New York,Cortland,22328,19893,2021-06-05
Southern Tier,Delaware,19487,17740,2021-06-05
Mid-Hudson,Dutchess,161681,139919,2021-06-05
Western New York,Erie,512536,449912,2021-06-05
North Country,Essex,21770,19756,2021-06-05
North Country,Franklin,23927,21362,2021-06-05
Mohawk Valley,Fulton,21703,19202,2021-06-05
Finger Lakes,Genesee,27226,24308,2021-06-05
Capital Region,Greene,23798,20654,2021-06-05
North Country,Hamilton,2962,2733,2021-06-05
Mohawk Valley,Herkimer,27124,24161,2021-06-05
North Country,Jefferson,46901,41231,2021-06-05
New York City,Kings,1188637,1019861,2021-06-05
North Country,Lewis,10649,9515,2021-06-05
Finger Lakes,Livingston,30375,27163,2021-06-05
Central New York,Madison,41274,36605,2021-06-05
Finger Lakes,Monroe,423863,382330,2021-06-05
Mohawk Valley,Montgomery,25396,22839,2021-06-05
Long Island,Nassau,840939,737678,2021-06-05
New York City,New York,1040015,924219,2021-06-05
Western New York,Niagara,109005,96435,2021-06-05
Mohawk Valley,Oneida,112207,99922,2021-06-05
Central New York,Onondaga,270222,242543,2021-06-05
Finger Lakes,Ontario,63979,57393,2021-06-05
Mid-Hudson,Orange,173248,149448,2021-06-05
Finger Lakes,Orleans,17032,15150,2021-06-05
Central New York,Oswego,57896,51420,2021-06-05
Mohawk Valley,Otsego,30940,28093,2021-06-05
Mid-Hudson,Putnam,58277,50266,2021-06-05
New York City,Queens,1331409,1137598,2021-06-05
Capital Region,Rensselaer,88555,79832,2021-06-05
New York City,Richmond,232665,204112,2021-06-05
Mid-Hudson,Rockland,156074,135863,2021-06-05
Capital Region,Saratoga,141736,127248,2021-06-05
Capital Region,Schenectady,98601,87219,2021-06-05
Mohawk Valley,Schoharie,14158,12888,2021-06-05
Southern Tier,Schuyler,8426,7565,2021-06-05
Finger Lakes,Seneca,14693,12907,2021-06-05
North Country,St. Lawrence,52935,47716,2021-06-05
Southern Tier,Steuben,39323,35024,2021-06-05
Long Island,Suffolk,823206,715798,2021-06-05
Mid-Hudson,Sullivan,34378,29926,2021-06-05
Southern Tier,Tioga,19232,17374,2021-06-05
Southern Tier,Tompkins,67214,61120,2021-06-05
Mid-Hudson,Ulster,107206,95322,2021-06-05
Capital Region,Warren,39919,36582,2021-06-05
Capital Region,Washington,30640,27463,2021-06-05
Finger Lakes,Wayne,46052,41302,2021-06-05
Mid-Hudson,Westchester,588596,512824,2021-06-05
Finger Lakes,Wyoming,17158,15415,2021-06-05
Finger Lakes,Yates,11028,9859,2021-06-05
Capital Region,Albany,188730,169910,2021-06-06
Western New York,Allegany,16499,14603,2021-06-06
New York City,Bronx,618302,521174,2021-06-06
Southern Tier,Broome,102082,92564,2021-06-06
Western New York,Cattaraugus,31402,27221,2021-06-06
Central New York,Cayuga,36869,32693,2021-06-06
Western New York,Chautauqua,59090,51915,2021-06-06
Southern Tier,Chemung,35620,31736,2021-06-06
Southern Tier,Chenango,23012,20814,2021-06-06
North Country,Clinton,46260,41931,2021-06-06
Capital Region,Columbia,34117,30541,2021-06-06
Central New York,Cortland,22343,19962,2021-06-06
Southern Tier,Delaware,19503,17797,2021-06-06
Mid-Hudson,Dutchess,161878,140294,2021-06-06
Western New York,Erie,513384,451875,2021-06-06
North Country,Essex,21784,19791,2021-06-06
North Country,Franklin,23944,21384,2021-06-06
Mohawk Valley,Fulton,21737,19273,2021-06-06
Finger Lakes,Genesee,27261,24386,2021-06-06
Capital Region,Greene,23822,20720,2021-06-06
North Country,Hamilton,2965,2734,2021-06-06
Mohawk Valley,Herkimer,27163,24239,2021-06-06
North Country,Jefferson,47002,41295,2021-06-06
New York City,Kings,1191115,1024134,2021-06-06
North Country,Lewis,10666,9529,2021-06-06
Finger Lakes,Livingston,30407,27282,2021-06-06
Central New York,Madison,41308,36751,2021-06-06
Finger Lakes,Monroe,424315,384008,2021-06-06
Mohawk Valley,Montgomery,25425,22901,2021-06-06
Long Island,Nassau,842381,741307,2021-06-06
New York City,New York,1041842,928648,2021-06-06
Western New York,Niagara,109178,96810,2021-06-06
Mohawk Valley,Oneida,112312,100231,2021-06-06
Central New York,Onondaga,270515,243534,2021-06-06
Finger Lakes,Ontario,64057,57673,2021-06-06
Mid-Hudson,Orange,173608,150133,2021-06-06
Finger Lakes,Orleans,17052,15200,2021-06-06
Central New York,Oswego,57954,51555,2021-06-06
Mohawk Valley,Otsego,30966,28183,2021-06-06
Mid-Hudson,Putnam,58343,50443,2021-06-06
New York City,Queens,1334218,1143741,2021-06-06
Capital Region,Rensselaer,88662,80147,2021-06-06
New York City,Richmond,233179,204865,2021-06-06
Mid-Hudson,Rockland,156535,136746,2021-06-06
Capital Region,Saratoga,141896,128006,2021-06-06
Capital Region,Schenectady,98751,87610,2021-06-06
Mohawk Valley,Schoharie,14172,12919,2021-06-06
Southern Tier,Schuyler,8433,7569,2021-06-06
Finger Lakes,Seneca,14702,12947,2021-06-06
North Country,St. Lawrence,52982,47781,2021-06-06
